hitid,uid,ranking
4,268,"[391, 361, 238, 94, 437, 405, 63, 192, 116, 88, 174]"
4,277,"[174, 63, 361, 255]"
4,281,"[304, 222, 421, 437, 63, 116, 355, 391, 283, 174]"
4,283,"[255, 116, 437, 391, 355]"
4,285,"[116, 437, 391, 174]"
4,286,"[363, 255, 283, 63, 361, 437, 88, 116, 391, 421, 355, 174]"
4,288,"[304, 222, 437, 63, 391, 116, 355, 174]"
4,290,"[255, 304, 222, 363, 94, 437, 391, 361, 355, 116, 405, 174, 63, 359, 283]"
4,296,"[391, 437, 355, 94, 116, 63, 255, 174]"
4,297,"[391, 437, 116, 283, 63, 405, 174]"
4,299,"[116, 94, 283, 391, 63, 437]"
4,307,"[391, 116, 437]"
4,308,"[304, 94, 63, 255, 405, 116, 437, 391, 283]"
4,317,"[391, 437, 116]"
4,327,"[421, 437, 391, 116, 174, 363, 192, 255, 63]"
4,329,"[405, 355, 94]"
4,330,"[391, 437, 116]"
4,331,"[63, 94, 174, 255, 88, 361, 363, 238, 421, 283, 405, 355, 192, 304]"
4,332,"[283, 391, 437, 94, 116, 174, 355]"
4,338,"[304, 222, 283, 94, 63, 391, 437, 174, 361, 116, 421, 405, 355, 255, 88]"
4,342,"[304, 355, 222, 421, 363, 391, 174, 437, 255, 283]"
4,348,"[283, 174, 63, 255, 391, 355, 361, 94, 421, 437, 116]"
5,7,"[401, 394, 437, 22, 355, 429]"
5,11,"[304, 394, 355, 401, 22, 163, 255]"
5,28,"[394, 304, 174, 401, 355, 437, 94, 407, 22]"
5,29,"[304, 355, 49, 174, 255, 163, 88, 401, 94, 22, 429, 437, 394]"
5,34,"[429, 437, 407, 94, 22, 174, 401, 421, 255, 394, 163]"
5,37,"[437, 94, 401, 163, 174]"
5,39,"[361, 355, 401, 163, 174, 429, 255, 437, 407, 22, 94, 88, 394]"
5,40,"[394, 174, 255, 163, 355, 94, 401, 429, 421, 407, 88, 22]"
5,45,"[238, 361, 232, 94, 407, 163, 401, 394, 88, 429, 22, 421, 174, 255]"
5,48,"[255, 429, 174, 437, 163, 355]"
5,51,"[304, 429, 401, 163, 394, 94]"
5,53,"[429, 304, 437, 174, 401, 394]"
5,56,"[22, 421, 174, 429, 401, 355, 304, 407, 437, 394, 255, 361, 163, 94]"
5,58,"[437, 232, 401, 174, 163]"
5,60,"[401, 174, 437, 429, 163, 394]"
5,61,"[361, 394, 94, 22, 355, 174]"
5,67,"[429, 255, 437, 407, 394, 304, 174, 22]"
5,69,"[407, 304, 94, 232, 437, 401, 163, 429, 421, 423, 394, 238, 88, 361, 22, 255]"
5,71,"[88, 407, 437, 394, 163, 174, 94, 355, 401, 255, 22, 429]"
5,74,"[437, 94, 429, 355, 401, 163, 22, 394, 174]"
5,81,"[394, 407, 174, 401, 421, 429, 437, 163]"
5,83,"[361, 255, 163, 407, 49, 429, 355, 437, 174, 22, 401]"
5,84,"[429, 163, 401, 437, 94, 361, 394, 174]"
5,85,"[407, 255, 429, 361, 163, 174, 232, 421, 437, 355, 22, 401]"
5,90,"[94, 423, 88, 232, 361, 429, 407, 401, 437, 174, 163, 255, 22, 355, 421, 394, 49]"
5,95,"[437, 429, 401, 174, 22, 163, 355, 407, 94]"
5,98,"[304, 174, 421, 401, 407, 163, 394, 429, 437, 22]"
5,102,"[429, 423, 304, 255, 394, 94, 437, 232, 401, 174]"
5,103,"[429, 437, 407]"
5,104,"[163, 94, 394, 437, 401, 255, 407, 361, 174, 22, 421]"
5,106,"[401, 94, 437, 174]"
5,107,"[429, 94, 255, 437, 355, 174, 401, 407, 394]"
5,108,"[394, 437, 429, 401]"
5,117,"[421, 22, 394, 429, 361, 88, 407, 304, 437, 401, 355, 163, 174]"
5,119,"[94, 255, 429]"
5,120,"[163, 355, 401, 394, 22, 437, 174, 361, 49, 304, 88, 238, 232, 421, 429, 407, 423, 255, 359, 94]"
5,124,"[401, 94, 437, 394, 22, 304, 163, 407, 255, 429, 174]"
5,125,"[437, 429, 394, 163, 401, 355, 174, 22, 255]"
5,130,"[421, 163, 394, 407, 22, 401, 355, 437, 304, 255, 174, 429, 88]"
5,134,"[355, 94, 163, 255, 407]"
5,135,"[394, 401, 421, 437, 304, 174, 163, 22]"
5,136,"[255, 423, 232, 22, 359, 304, 238, 407, 401, 163, 437, 429, 361, 421, 355, 174]"
5,144,"[174, 94, 163, 394, 401, 437, 361]"
5,145,"[407, 394, 429, 163, 174, 437, 304, 401, 94, 355, 255, 22]"
5,160,"[407, 174, 355, 437, 429, 22, 255, 401, 394]"
5,161,"[94, 163, 304, 429, 421, 174, 401, 22, 394, 437, 361, 407, 255, 355]"
5,163,"[401, 407, 437, 304, 174, 394]"
5,165,"[394, 407, 429, 304, 174, 355, 401]"
5,168,"[437, 174, 401, 163, 255]"
5,178,"[401, 394, 304, 361, 163, 437, 174, 22, 429, 355, 421]"
5,179,"[401, 94, 394, 22, 429, 304, 163, 174, 437, 407]"
5,180,"[163, 437, 429, 174, 22, 255, 304, 421, 232, 401, 394, 407, 355, 361]"
5,184,"[407, 355, 255, 22, 401, 437, 304, 49, 174, 394]"
5,185,"[394, 401, 304, 429, 163, 437, 174, 22]"
5,187,"[429, 163, 407, 22, 174, 437, 401]"
5,189,"[429, 401, 163, 355, 437, 255, 22, 174, 407]"
5,194,"[361, 437, 174, 355, 394, 429, 232, 163, 407, 401, 22]"
5,196,"[88, 423, 361, 355, 174, 401, 429, 238, 407, 421, 255, 359, 232, 22, 163, 394]"
5,200,"[429, 401, 22, 355, 437, 163, 174, 361]"
5,201,"[238, 94, 394, 401, 437, 304, 429]"
5,205,"[394, 437, 407, 429, 174, 401, 163, 355, 94]"
5,206,"[22, 394, 401, 174, 49, 163]"
5,211,"[361, 423, 163, 232, 255, 407, 359, 394, 437, 355, 88, 22, 174, 94, 238, 49, 429, 401, 421, 304]"
5,212,"[304, 429, 174, 22, 421, 355, 255, 407, 437, 232, 394, 163, 49, 94, 401, 88]"
5,214,"[401, 407, 429, 437, 163, 355, 22, 394, 174]"
5,217,"[394, 423, 304, 94, 174, 163, 401, 429, 437, 232, 355]"
5,224,"[163, 22, 437, 394, 401, 407, 174, 429, 355, 255]"
5,228,"[407, 94, 401, 437, 304]"
5,229,"[401, 429, 355, 174, 361, 255, 49, 437, 88, 22]"
5,230,"[163, 401, 232, 255, 94, 437, 394, 174, 423, 429, 361, 355, 22, 238, 407]"
5,231,"[401, 174, 361, 163, 437, 429, 355, 49]"
5,232,"[361, 401, 174, 437, 407, 355, 429]"
5,233,"[437, 407, 401, 394, 429]"
5,234,"[437, 401, 174, 255]"
5,235,"[174, 437, 401, 355, 361, 94, 255, 421, 304, 49, 407, 22, 163, 429, 238, 88, 232, 423, 359, 394]"
5,240,"[421, 232, 22, 163, 401, 423, 437, 394, 255, 174, 407, 355, 304]"
5,243,"[174, 401, 361, 163, 394, 94, 22, 407, 255, 437]"
5,244,"[394, 163, 437, 429, 407, 401, 22, 174]"
5,250,"[255, 304, 355, 437, 401, 22, 394, 429, 174]"
5,252,"[437, 94, 255, 394, 232, 401]"
5,261,"[94, 232, 407, 304, 437, 394, 255, 401, 361, 163, 174, 238, 49, 88, 429, 421, 355, 22, 359, 423]"
5,263,"[304, 437, 401]"
5,266,"[94, 407, 255, 437, 401, 394, 355, 174, 361, 429]"
5,268,"[401, 394, 407, 361, 238, 232, 429, 94, 88, 255, 174, 437, 359, 49, 355, 163, 22]"
5,281,"[421, 304, 232, 22, 174, 355, 255, 437]"
5,285,"[401, 22, 437, 174, 429, 49, 232]"
5,288,"[304, 394, 437, 401, 22, 174, 355, 429, 49]"
5,290,"[304, 407, 394, 437, 255, 232, 94, 163, 22, 361, 401, 355, 429, 174]"
5,296,"[94, 437, 429, 355, 255, 401, 174, 361, 22]"
5,297,"[401, 437, 355, 174]"
5,299,"[401, 94, 394, 437, 429]"
5,307,"[394, 429, 401, 437]"
5,310,"[429, 163, 394, 437, 94, 401, 355, 174, 238, 421, 255, 22, 304]"
5,327,"[163, 437, 394, 401, 22, 429, 255, 407, 421, 174, 232]"
5,329,"[94, 355, 437]"
5,330,"[394, 437, 407, 429]"
5,331,"[407, 232, 163, 94, 174, 394, 401, 255, 361, 22, 423, 88, 238, 355, 421, 49, 429, 304]"
5,332,"[429, 437, 94, 394, 407, 174, 355]"
5,338,"[304, 429, 401, 394, 94, 163, 407, 437, 355, 22, 174, 361, 255, 421, 88]"
5,348,"[255, 174, 355, 401, 437, 421, 22, 94, 361, 407, 163, 429]"
6,6,"[401, 174, 255, 49, 191, 232, 284, 331, 93, 425, 116]"
6,7,"[395, 394, 401, 163, 116, 355, 284, 186, 22]"
6,11,"[163, 22, 401, 395, 394, 255]"
6,14,"[163, 395, 401, 186, 355, 394, 284, 116]"
6,19,"[174, 401, 116, 395, 22, 394, 355, 284, 49, 163, 186, 191, 255, 425, 331, 421, 93, 75, 232, 88]"
6,27,"[394, 395, 425, 163, 401, 186, 22, 116, 284, 174, 355]"
6,28,"[394, 163, 186, 116, 395, 174, 401, 284, 22, 355]"
6,29,"[49, 174, 88, 355, 116, 394, 395, 401, 22]"
6,34,"[116, 22, 421, 255, 401, 174, 395, 163, 186, 394]"
6,37,"[284, 425, 191, 186, 163, 116]"
6,39,"[186, 355, 284, 401, 255, 163, 22, 174, 88, 394, 395]"
6,48,"[255, 116, 163, 174]"
6,49,"[394, 395, 75, 284, 425, 401]"
6,51,"[163, 394, 395, 401, 186, 116]"
6,53,"[116, 163, 186, 401]"
6,56,"[22, 421, 174, 401, 395, 355, 284, 425, 255, 394, 163, 186, 116]"
6,58,"[186, 174, 394, 116, 401]"
6,60,"[401, 174, 394, 395, 163]"
6,61,"[186, 401, 355, 284, 174, 22, 116]"
6,67,"[255, 116, 395, 394, 401, 174, 22]"
6,71,"[88, 49, 163, 75, 186, 284, 116, 395, 255, 421, 394, 355, 174, 401]"
6,74,"[116, 186, 401, 163, 355, 394, 395, 174, 22]"
6,80,"[163, 355, 401, 22, 116, 255, 421, 174, 186, 49, 191]"
6,81,"[394, 395, 174, 186, 401, 116, 163]"
6,83,"[255, 116, 186, 163, 284, 93, 49, 425, 174, 22, 355, 401]"
6,84,"[163, 186, 75, 116, 401, 174, 425, 395, 394]"
6,85,"[255, 116, 425, 232, 186, 421, 284, 163, 174, 355, 22, 401]"
6,90,"[232, 88, 75, 93, 284, 174, 255, 394, 331, 191, 425, 401, 186, 22, 163, 421, 49, 355, 116, 395]"
6,98,"[116, 174, 421, 401, 163, 395, 394, 425, 22]"
6,102,"[331, 255, 394, 395, 93, 425, 232, 163, 186, 116, 174, 401]"
6,104,"[163, 425, 395, 394, 191, 284, 174, 421, 401, 186, 255]"
6,106,"[284, 174, 116]"
6,108,"[186, 394, 116, 395, 401]"
6,117,"[22, 284, 421, 88, 394, 395, 355, 401, 163, 174, 116]"
6,119,"[163, 255, 401, 331]"
6,120,"[163, 394, 395, 401, 22, 174, 116, 355, 255, 75, 191, 232, 421, 284, 186, 88, 93, 49, 425, 331]"
6,122,"[116, 163, 394, 232, 401, 75, 22, 174, 395, 191, 93, 284, 88, 186, 421, 355, 255, 331, 425, 49]"
6,124,"[401, 186, 284, 116, 425, 395, 394, 22, 163, 174, 255]"
6,125,"[116, 394, 401, 163, 174, 395, 22, 355]"
6,130,"[163, 395, 394, 284, 355, 22, 401, 421, 255, 191, 174, 425, 116, 186, 88]"
6,134,"[186, 425, 163, 255]"
6,136,"[331, 255, 22, 93, 232, 186, 284, 425, 163, 401, 116, 75, 191, 355, 421, 174]"
6,144,"[394, 163, 395, 174, 401, 284, 116]"
6,161,"[395, 191, 394, 163, 284, 116, 355, 22, 425, 401, 174, 255, 186, 421]"
6,163,"[401, 284, 116, 186, 394, 174]"
6,165,"[394, 395, 284, 355, 255, 174, 22]"
6,168,"[163, 186, 255, 401, 174]"
6,178,"[116, 395, 394, 401, 186, 284, 174, 22, 355, 421]"
6,179,"[401, 395, 394, 186, 425, 163, 22, 174]"
6,180,"[163, 116, 22, 421, 255, 174, 232, 394, 395, 355, 401]"
6,184,"[186, 255, 355, 22, 401, 116, 394, 395, 425, 284, 174, 163, 49]"
6,185,"[394, 395, 401, 425, 116, 174, 421, 22]"
6,187,"[186, 284, 191, 22, 174, 401, 116]"
6,190,"[394, 401, 395, 116, 22, 163, 174]"
6,196,"[88, 75, 355, 174, 284, 331, 421, 425, 401, 255, 232, 93, 22, 163, 191, 116, 186, 394, 395]"
6,201,"[394, 395, 401]"
6,205,"[395, 394, 116, 284, 174, 163, 401, 186, 355]"
6,206,"[49, 394, 22, 174, 395, 401, 116]"
6,211,"[75, 331, 191, 232, 163, 355, 395, 394, 255, 88, 93, 22, 116, 174, 49, 186, 401, 421, 425, 284]"
6,212,"[174, 355, 255, 22, 421, 232, 93, 284, 186, 394, 163, 401, 395, 49, 88]"
6,213,"[186, 163, 284, 255, 425, 401, 355, 394, 395]"
6,214,"[284, 425, 401, 116, 186, 22, 355, 163, 174, 395, 394]"
6,217,"[395, 394, 174, 425, 163, 401, 186, 116, 355, 232]"
6,224,"[163, 22, 395, 116, 401, 186, 394, 425, 174, 255, 284, 355]"
6,228,"[186, 425, 401, 116, 191]"
6,229,"[401, 255, 425, 355, 174, 88, 22, 186, 49, 75, 284, 191]"
6,231,"[186, 425, 284, 401, 163, 174, 355, 49]"
6,232,"[284, 401, 174, 186, 116, 355, 425]"
6,233,"[116, 401, 394, 331]"
6,234,"[116, 284, 401, 174, 186, 255, 163]"
6,240,"[421, 22, 331, 232, 255, 284, 191, 425, 75, 163, 401, 186, 394, 116, 395, 93, 174]"
6,241,"[186, 395, 401, 394, 174, 284, 163, 355, 116, 232, 22]"
6,242,"[284, 425, 401, 186, 163, 22, 394, 395, 174, 116, 355]"
6,244,"[394, 395, 163, 22, 401, 186, 174]"
6,246,"[284, 401, 116, 394, 395, 163, 186, 174, 22, 421, 355]"
6,250,"[186, 255, 425, 355, 394, 401, 174, 22, 395, 116]"
6,252,"[186, 116, 425, 255, 232, 394, 395]"
6,261,"[186, 255, 394, 116, 191, 93, 232, 401, 395, 163, 49, 75, 284, 88, 22, 174, 421, 355, 425, 331]"
6,263,"[186, 394, 116]"
6,268,"[401, 394, 284, 395, 186, 232, 255, 49, 355, 93, 75, 425, 22, 174]"
6,281,"[421, 232, 355, 22, 255, 116, 174, 401]"
6,285,"[186, 401, 174, 49]"
6,286,"[394, 425, 191, 395, 284, 255, 232, 421, 163, 401, 49, 174, 22, 186]"
6,288,"[425, 284, 394, 401, 116, 395, 22, 355, 174, 49]"
6,292,"[255, 174, 421, 75, 355, 22, 93, 163, 186, 88, 425]"
6,296,"[186, 284, 355, 255, 116, 22, 401, 425, 174]"
6,297,"[186, 401, 355, 395, 174]"
6,299,"[401, 186, 394, 395, 22, 116]"
6,300,"[394, 395, 116, 401, 284, 22, 174, 425]"
6,307,"[394, 395, 116, 401]"
6,308,"[425, 401, 186, 284, 255, 394, 93, 116, 191, 395, 163]"
6,311,"[186, 174, 255, 49, 284, 425, 401, 22, 355, 116, 163, 93, 394, 232, 88, 421, 75, 191, 395, 331]"
6,317,"[401, 284, 355, 186]"
6,318,"[186, 401, 284, 395, 394, 49, 163, 75, 22, 174, 191, 331, 425, 88, 355, 255, 232, 421, 93, 116]"
6,327,"[163, 186, 394, 401, 331, 284, 22, 421, 395, 255, 174, 116, 425, 191, 75, 232, 93]"
6,329,"[355, 284, 425]"
6,330,"[394, 395, 186, 116, 401]"
6,332,"[394, 395, 116, 284, 174, 355]"
6,338,"[186, 284, 394, 395, 425, 163, 401, 116, 174, 355, 421, 22, 191, 255, 88]"
6,348,"[284, 174, 255, 401, 186, 355, 421, 163, 22, 394, 116]"
7,4,"[437, 347, 349, 328, 196, 429, 107, 94, 369]"
7,14,"[347, 130, 349, 437, 70, 328, 216, 148, 429, 94, 369, 196, 107]"
7,28,"[196, 347, 407, 94, 369, 328, 304, 400, 130, 107, 437, 151, 148, 70, 349, 96]"
7,29,"[304, 151, 369, 94, 328, 196, 429, 347, 437, 216]"
7,30,"[429, 349, 130, 437, 94, 347, 196, 328, 148, 96, 304, 151, 216, 258, 369, 70, 400, 407, 107, 317]"
7,34,"[429, 407, 437, 94, 130, 347]"
7,37,"[107, 349, 328, 94, 70, 216, 437, 347, 130, 196]"
7,38,"[407, 304, 328, 369, 437, 94, 107, 429, 347, 317, 148]"
7,39,"[317, 107, 130, 437, 429, 347, 70, 407, 94, 328]"
7,48,"[130, 258, 70, 429, 317, 216, 347, 196, 437, 107]"
7,51,"[304, 328, 196, 369, 94]"
7,53,"[429, 304, 196, 437, 148]"
7,54,"[94, 437, 347, 349, 429, 130, 196, 369, 328, 70, 317, 216, 400, 148, 107]"
7,56,"[328, 429, 130, 258, 317, 347, 304, 369, 437, 407, 151, 196, 349, 70, 94]"
7,57,"[437, 216, 349, 130, 70, 407, 369, 429, 347]"
7,58,"[349, 94, 328, 148, 429, 347, 437]"
7,60,"[437, 347, 196, 429]"
7,61,"[369, 429, 148, 130, 94, 96, 400, 437, 407]"
7,67,"[437, 429, 107, 407, 347, 328, 304]"
7,69,"[107, 407, 130, 349, 70, 148, 94, 328, 437, 304, 369, 347, 216]"
7,71,"[407, 96, 148, 107, 216, 437, 94, 429]"
7,74,"[437, 347, 328, 96, 94, 369, 429, 258, 216, 349, 130, 148]"
7,81,"[347, 70, 407, 437, 400, 328]"
7,83,"[258, 407, 429, 216, 148, 400, 130, 349, 347, 437, 70, 328]"
7,84,"[349, 328, 347, 196, 429, 148, 94, 400, 216, 130, 437, 258, 369]"
7,85,"[407, 148, 216, 429, 70, 130, 437, 317]"
7,90,"[349, 94, 429, 258, 130, 317, 437, 70, 347, 216, 407, 196, 328, 107, 148, 400, 369]"
7,95,"[437, 328, 369, 347, 429, 94, 196, 130, 148, 407]"
7,98,"[304, 151, 407, 349, 70, 369, 107, 347, 429, 328, 130, 148, 437, 96]"
7,102,"[429, 196, 304, 437, 94, 369, 216, 107, 349, 347, 328]"
7,104,"[328, 130, 94, 70, 437, 107, 96, 317, 258, 148, 349, 347, 369, 429, 216]"
7,106,"[148, 107, 328, 347, 94, 437, 429]"
7,108,"[349, 196, 369, 437, 216, 429, 107]"
7,113,"[429, 317, 70, 130, 258, 437, 369, 216, 107, 407]"
7,117,"[107, 407, 304, 437, 328, 347, 429, 369]"
7,119,"[94, 196, 347]"
7,120,"[347, 369, 216, 437, 328, 429, 196, 407, 148, 94, 349, 317, 96, 70, 304, 130, 258, 400, 151, 107]"
7,124,"[328, 347, 107, 349, 94, 437, 304, 196, 70, 130, 148, 407, 429, 369, 400]"
7,125,"[437, 429, 347, 216, 328]"
7,130,"[369, 347, 407, 70, 304, 151, 437, 429, 130, 349, 258, 328, 107, 317, 96, 148, 400, 216]"
7,134,"[429, 317, 258, 70, 130, 94, 216]"
7,135,"[130, 328, 347, 369, 437, 151, 304, 107]"
7,136,"[317, 258, 70, 130, 304, 407, 107, 216, 429, 437, 349, 347, 400, 328]"
7,144,"[107, 347, 369, 196, 328, 429, 437, 349, 94]"
7,160,"[407, 107, 216, 328, 429, 437]"
7,161,"[304, 369, 317, 107, 429, 130, 437, 400, 216, 258, 94, 347, 148, 328, 151, 349, 70, 196, 407]"
7,163,"[407, 328, 347, 216, 304, 437]"
7,165,"[107, 407, 429, 196, 130, 216, 349, 70, 304]"
7,168,"[70, 437, 369, 196]"
7,178,"[349, 328, 347, 151, 304, 216, 400, 437]"
7,179,"[328, 94, 347, 349, 369, 304, 407, 437, 216]"
7,180,"[347, 437, 328, 369, 429, 349, 107, 216, 148, 317]"
7,184,"[369, 407, 130, 107, 437, 349, 429, 304, 347, 400]"
7,185,"[369, 347, 429, 304, 328, 151, 196, 70, 437]"
7,187,"[407, 107, 429, 130, 437, 347]"
7,195,"[429, 407, 347, 304, 216, 196, 369, 328, 151, 107, 148, 400, 437]"
7,196,"[258, 317, 349, 429, 96, 70, 400, 130, 407, 107, 216]"
7,201,"[94, 148, 347, 429, 304, 437]"
7,205,"[347, 328, 107, 437, 196, 407, 349, 429, 400, 94]"
7,212,"[304, 429, 130, 347, 407, 317, 349, 437, 107, 328, 258, 151, 70, 94, 148, 216]"
7,213,"[317, 347, 437, 107, 349, 94, 148, 400, 130, 429, 258, 70, 328, 216, 196, 369, 407]"
7,214,"[130, 70, 347, 328, 258, 317, 429, 407, 437, 369]"
7,217,"[347, 196, 369, 328, 349, 130, 94, 304, 437, 70, 429, 148, 400, 107]"
7,224,"[369, 130, 328, 70, 349, 107, 437, 407, 429]"
7,228,"[407, 94, 328, 347, 317, 107, 437, 304, 151, 216]"
7,229,"[130, 70, 317, 429, 258, 216, 437]"
7,231,"[70, 130, 400, 349, 347, 437, 429, 328, 258]"
7,232,"[400, 216, 107, 317, 130, 437, 349, 328, 429]"
7,233,"[349, 437, 328, 407, 107, 429]"
7,234,"[437, 107, 328, 216]"
7,240,"[130, 70, 328, 349, 317, 437, 347, 407, 258, 107, 304]"
7,242,"[94, 347, 349, 369, 328, 400, 130, 107, 216, 429, 148, 317, 437]"
7,244,"[328, 369, 437, 429, 407, 347, 130, 317]"
7,246,"[328, 347, 349, 437, 369, 429, 107, 216]"
7,250,"[347, 107, 130, 349, 70, 437, 328, 151, 304, 400, 429, 148, 216]"
7,252,"[437, 349, 94, 70, 130, 107, 196, 148]"
7,261,"[94, 107, 130, 317, 258, 70, 349, 407, 304, 148, 369, 437, 400, 196, 347, 328, 429, 216, 151, 96]"
7,263,"[304, 437, 317]"
7,268,"[317, 369, 429, 407, 347, 107, 258, 328, 70, 216, 349, 437, 130, 96]"
7,270,"[347, 437, 328, 429, 407, 130, 369, 216, 94, 400, 107]"
7,281,"[347, 304, 429, 151, 437]"
7,288,"[304, 349, 328, 347, 151, 369, 107, 437, 429]"
7,290,"[304, 407, 130, 107, 258, 70, 317, 328, 437, 349, 216, 94, 347, 400, 429, 148, 196, 369]"
7,296,"[216, 347, 94, 349, 437, 70, 130, 429, 148, 107]"
7,297,"[130, 70, 317, 216, 400]"
7,299,"[328, 347, 96, 94, 349, 369, 400, 437, 429]"
7,307,"[369, 429, 437]"
7,308,"[130, 407, 107, 328, 304, 151, 70, 317, 94, 347, 429, 437, 369, 349]"
7,310,"[369, 328, 429, 437, 96, 130, 94, 148, 400, 304, 347, 151]"
7,312,"[328, 196, 94, 216, 437, 107]"
7,317,"[400, 328, 347, 70, 130, 437, 107, 148]"
7,327,"[429, 407, 349, 107, 437, 328, 196, 347, 130, 148, 317, 369, 216]"
7,329,"[216, 400, 349]"
7,330,"[437, 369, 407, 328, 429, 347]"
7,331,"[407, 107, 130, 347, 328, 317, 258, 94, 429, 70, 349, 369, 148, 151, 216, 400]"
7,332,"[429, 437, 94, 196, 347, 369, 407, 328]"
7,338,"[151, 304, 328, 347, 349, 94, 369, 429, 407, 437, 107, 70, 400, 216, 148]"
7,342,"[304, 107, 151, 328, 347, 130, 349, 429, 407, 437]"
7,346,"[347, 196, 369, 328, 304, 151, 107, 94, 437]"
7,348,"[130, 70, 258, 317, 349, 216, 148, 94, 407, 107, 437, 196, 347, 400, 429, 328]"
8,2,"[401, 394, 133, 128, 22, 163, 216, 400]"
8,4,"[394, 128, 22, 163, 401, 107, 133]"
8,14,"[128, 163, 133, 394, 401, 216, 107]"
8,15,"[195, 394, 216, 88, 107, 401, 96, 148, 163, 133, 22, 128, 232, 49, 362, 151, 400, 32, 77, 325]"
8,28,"[394, 401, 400, 128, 107]"
8,29,"[128, 151, 49, 216, 133, 163, 401, 22, 394]"
8,34,"[216, 22, 401, 394, 163]"
8,37,"[107, 32, 216, 401, 163, 128]"
8,39,"[107, 401, 22, 163, 133, 88, 394]"
8,48,"[362, 32, 216, 107, 163, 133]"
8,51,"[128, 151, 216, 22, 401, 394, 163]"
8,53,"[148, 401, 394, 133]"
8,56,"[22, 401, 151, 394, 128, 133, 163]"
8,57,"[195, 401, 216, 128, 133, 394, 163]"
8,58,"[148, 96, 401, 107]"
8,60,"[401, 394, 163, 133]"
8,61,"[128, 22, 163, 394, 148, 401, 400]"
8,67,"[362, 107, 32, 133, 77, 22, 394, 401, 128]"
8,71,"[88, 148, 362, 96, 195, 107, 32, 216, 22, 394, 163, 133, 401]"
8,74,"[401, 163, 394, 216, 148, 128, 22]"
8,81,"[133, 128, 401, 22, 107, 163]"
8,83,"[128, 163, 49, 216, 133, 400, 148, 22, 401]"
8,84,"[148, 216, 400, 325, 163, 394, 133]"
8,85,"[148, 216, 163, 128, 232, 133, 401, 22]"
8,90,"[128, 362, 232, 77, 88, 32, 163, 216, 394, 49, 107, 325, 22, 148, 133, 401, 400]"
8,95,"[133, 401, 148, 22, 163]"
8,98,"[133, 151, 401, 394, 163, 107, 96, 148, 22]"
8,102,"[232, 216, 394, 163, 107, 32, 133, 401]"
8,103,"[401, 216, 128]"
8,104,"[107, 401, 133, 163, 96, 394, 128, 362, 148, 216, 22]"
8,106,"[401, 107, 148]"
8,108,"[394, 133, 216, 401, 107]"
8,117,"[107, 22, 88, 394, 133, 401, 163]"
8,119,"[401, 128, 32, 148]"
8,120,"[163, 394, 128, 216, 401, 22, 148, 77, 325, 96, 133, 195, 232, 88, 107, 49, 32, 362, 400, 151]"
8,124,"[401, 128, 107, 394, 22, 133, 163, 148, 362, 400]"
8,125,"[401, 128, 163, 394, 22, 133, 216]"
8,130,"[22, 394, 163, 401, 128, 151, 362, 107, 133, 88, 96, 400, 148, 216]"
8,131,"[128, 401, 22, 394, 163, 216, 133]"
8,134,"[128, 163, 133, 216]"
8,136,"[362, 22, 232, 32, 325, 216, 195, 77, 107, 401, 163, 133, 400]"
8,144,"[107, 401, 400, 128, 163, 394]"
8,160,"[107, 128, 216, 22, 163, 133, 394]"
8,161,"[151, 148, 400, 107, 128, 394, 401, 362, 216, 22, 163, 325, 133]"
8,163,"[401, 216, 394]"
8,165,"[107, 394, 128, 195, 216, 133, 362, 22]"
8,168,"[362, 401, 325, 163, 133]"
8,178,"[151, 401, 148, 128, 394, 400, 163, 216, 22]"
8,179,"[401, 394, 128, 163, 22, 216]"
8,180,"[133, 163, 22, 232, 394, 148, 216, 362, 401]"
8,183,"[232, 49, 151, 22, 128, 394, 163, 401, 32, 77, 362, 107, 88, 216, 148, 400]"
8,184,"[107, 22, 401, 394, 400, 163, 49, 133, 128]"
8,185,"[394, 128, 401, 32, 163, 22]"
8,187,"[133, 22, 107, 163, 401]"
8,189,"[148, 163, 22, 107, 133]"
8,190,"[394, 401, 128, 22, 163, 133]"
8,192,"[394, 401, 232, 107, 133, 49, 128, 22, 400, 88, 362, 216, 195, 163, 325]"
8,196,"[88, 128, 401, 96, 133, 77, 400, 232, 362, 22, 107, 163, 394, 32, 216, 195]"
8,201,"[148, 394, 401, 128]"
8,205,"[394, 107, 133, 163, 401, 128, 400]"
8,206,"[49, 22, 394, 128, 401, 96, 163]"
8,211,"[362, 232, 163, 394, 148, 77, 325, 133, 88, 32, 195, 22, 96, 400, 49, 401, 151, 216, 107, 128]"
8,212,"[22, 232, 107, 394, 195, 133, 148, 163, 401, 49, 128, 88, 151, 216]"
8,214,"[133, 401, 128, 22, 163, 394]"
8,217,"[394, 128, 163, 401, 133, 148, 400, 232, 107]"
8,224,"[22, 133, 163, 401, 394, 128, 107]"
8,228,"[401, 107, 151, 128, 133, 195, 216]"
8,229,"[362, 401, 133, 128, 216, 88, 49, 22, 32]"
8,232,"[133, 400, 401, 216, 128, 107]"
8,233,"[401, 107, 394, 362, 77, 133]"
8,235,"[401, 216, 128, 362, 96, 325, 148, 107, 195, 77, 32, 88, 133, 400, 232, 163, 49, 22, 151, 394]"
8,240,"[22, 232, 325, 163, 401, 128, 394, 107, 151, 32]"
8,242,"[401, 128, 133, 400, 163, 394, 22, 107, 216, 148]"
